timestamp,location,pm2_5,pm10,no2,so2,co,aqi
2025-01-01 06:00,Chennai Central,42.0,78.0,31.0,9.0,0.7,92.0
2025-01-01 07:00,Chennai Central,44.0,80.0,32.0,10.0,0.7,95.0
2025-01-01 08:00,Chennai Central,46.0,82.0,34.0,10.0,0.8,98.0
2025-01-01 09:00,Chennai Central,47.0,85.0,35.0,11.0,0.8,100.0
2025-01-01 10:00,Chennai Central,45.0,83.0,34.0,10.0,0.8,97.0
2025-01-01 11:00,Chennai Central,43.0,81.0,33.0,10.0,0.7,94.0
2025-01-01 12:00,Chennai Central,44.0,82.0,33.0,10.0,0.7,95.0
2025-01-01 13:00,Chennai Central,46.0,84.0,34.0,11.0,0.8,99.0
2025-01-01 14:00,Chennai Central,48.0,86.0,36.0,11.0,0.8,102.0
2025-01-01 15:00,Chennai Central,49.0,88.0,37.0,12.0,0.9,104.0
2025-01-01 16:00,Chennai Central,47.0,86.0,36.0,11.0,0.8,101.0
2025-01-01 17:00,Chennai Central,46.0,85.0,35.0,11.0,0.8,99.0
2025-01-01 18:00,Chennai Central,45.0,84.0,34.0,10.0,0.8,97.0
2025-01-01 19:00,Chennai Central,44.0,83.0,33.0,10.0,0.7,95.0
2025-01-01 20:00,Chennai Central,43.0,82.0,32.0,10.0,0.7,93.0
2025-01-01 21:00,Chennai Central,42.0,80.0,31.0,9.0,0.7,92.0
2025-01-01 22:00,Chennai Central,41.0,79.0,30.0,9.0,0.6,90.0
2025-01-01 23:00,Chennai Central,40.0,78.0,30.0,9.0,0.6,89.0
2025-01-02 00:00,Chennai Central,39.0,76.0,29.0,8.0,0.6,88.0
2025-01-02 01:00,Chennai Central,38.0,75.0,28.0,8.0,0.6,86.0
2025-01-02 00:00,Chennai Central,45.55726569023532,83.55079032932227,33.99398569719614,11.26761239435169,0.7916664310920973,97.64345037798198
2025-01-01 12:00,Chennai Central,44.86538545161873,81.08288530399712,33.42496065951989,10.02294899223781,0.7079930674322528,94.9575886288443
2025-01-01 23:00,Chennai Central,39.46756287218301,78.49531304550972,30.70450492140998,8.935778308605856,0.5896716938727756,89.73473724268021
2025-01-01 11:00,Chennai Central,42.654374145500014,79.77459468416545,32.77782745674498,9.932730290621981,0.7180021316160752,92.18623341546872
2025-01-01 14:00,Chennai Central,42.89215247937558,80.27779726226187,32.54067033963927,9.527153078356076,0.6996485549360488,94.9592005618984
2025-01-01 17:00,Chennai Central,45.93925742815961,85.18590465698225,35.54235370456686,10.61554079719384,0.8023136987084889,95.88448079278547
2025-01-01 14:00,Chennai Central,48.33997015605632,86.73995968967436,36.675588031907786,11.304346743377634,0.7942359938680669,101.50910406858969
2025-01-02 01:00,Chennai Central,39.07264984089012,75.51054904023584,28.015380213896403,7.710981403139948,0.600897067836169,86.51917554128322
2025-01-01 13:00,Chennai Central,45.421105252100986,83.51627202499786,33.87056280690221,10.763873721257958,0.8250465008714793,99.53111179998855
2025-01-02 00:00,Chennai Central,45.75607212878918,85.82837264015228,34.71077426739448,11.07042861862247,0.8013882537254721,99.85597543883537
2025-01-01 06:00,Chennai Central,41.80656128194937,78.14784567060266,30.84293906858184,9.01201430719411,0.7253201644025152,91.4286048884308
2025-01-01 07:00,Chennai Central,45.61368019859559,82.98297634978444,34.119265262266175,9.927046486620734,0.8090082005963218,97.78797814108337
2025-01-01 20:00,Chennai Central,41.99822020310035,82.68725952675385,32.08225568313439,9.930179657283926,0.711522673274199,92.59048792247931
2025-01-01 10:00,Chennai Central,45.0030436541686,82.93606804160994,34.45947346771625,9.888797184701247,0.839730576089966,97.18400853216039
2025-01-01 09:00,Chennai Central,47.7855855347747,84.17716946039387,33.84872471566671,10.916116343191861,0.7876296688133155,100.53795900754479
2025-01-01 10:00,Chennai Central,45.56325460865846,84.20802703651661,34.0127618651332,10.105227327532011,0.7961880281732224,98.72452843952645
2025-01-01 22:00,Chennai Central,37.98809881051996,73.26526686344698,28.069212088738485,7.987762992730258,0.5784504728875528,86.77770821684261
2025-01-01 11:00,Chennai Central,47.772805030569764,84.95836554300682,35.964390316306094,11.440456673575628,0.7795556626481606,100.75596542112895
2025-01-02 00:00,Chennai Central,39.191578740541004,75.76059866614577,29.188864422846375,7.730911367388638,0.6230115608516766,89.54862296111027
2025-01-01 16:00,Chennai Central,46.88299638251906,85.13874977102672,36.92370196431191,11.004940839136612,0.8102051960190277,99.79508738418748
2025-01-01 09:00,Chennai Central,45.93875901657465,81.36101693036562,34.03634985612012,10.120227072106392,0.7970522446897161,99.67236452478424
2025-01-01 18:00,Chennai Central,45.87386547440915,84.11586241186775,33.37859918714724,10.008710649950437,0.8234261230659108,96.69655909622288
2025-01-01 07:00,Chennai Central,42.42648918060787,82.62876284623216,31.915730969937638,9.959754277848416,0.688915227971983,93.95598929066637
2025-01-01 09:00,Chennai Central,47.39750116309242,85.40527383126002,34.496988518947184,10.957649074788982,0.7876773179989948,98.64561969437196
2025-01-01 18:00,Chennai Central,45.87702819018881,82.7488657963002,33.689337703358184,9.984477158878393,0.7777268737911754,97.83240990179249
2025-01-01 08:00,Chennai Central,45.701844306366226,82.3938895325954,34.83252667728208,10.053483313918688,0.8137086762169471,97.49636478136246
2025-01-01 20:00,Chennai Central,44.032406170980906,81.5226168551755,31.328605757186427,9.9791931711592,0.7041396250337457,93.24287823554775
2025-01-01 18:00,Chennai Central,44.38491150917581,83.85071983870888,34.289010577659305,10.079703075911267,0.8084120672566136,97.0868697094108
